id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000128313,APOL5,chr22,+,35717872,35717872,protein_coding
ENSG00000128322,IGLL1,chr22,-,23580308,23580290,protein_coding
ENSG00000128335,APOL2,chr22,-,36239954,36239527,protein_coding
ENSG00000128340,RAC2,chr22,-,37244448,37244269,protein_coding
ENSG00000128342,LIF,chr22,-,30246851,30246757,protein_coding
ENSG00000128346,C22orf23,chr22,-,37953669,37953601,protein_coding
ENSG00000128383,APOBEC3A,chr22,+,38952741,38957609,protein_coding
ENSG00000128394,APOBEC3F,chr22,+,39040604,39040874,protein_coding
ENSG00000128408,RIBC2,chr22,+,45413691,45413693,protein_coding
ENSG00000128422,KRT17,chr17,-,41624842,41624575,protein_coding
ENSG00000128463,EMC4,chr15,+,34224999,34225016,protein_coding
ENSG00000128482,RNF112,chr17,+,19411125,19411232,protein_coding
ENSG00000128487,SPECC1,chr17,+,20009344,20156072,protein_coding
ENSG00000128510,CPA4,chr7,+,130293134,130293163,protein_coding
ENSG00000128512,DOCK4,chr7,-,112206411,112206394,protein_coding
ENSG00000128513,POT1,chr7,-,124929983,124929825,protein_coding
ENSG00000128519,TAS2R16,chr7,-,122995700,122995700,protein_coding
ENSG00000128524,ATP6V1F,chr7,+,128862826,128862869,protein_coding
ENSG00000128534,LSM8,chr7,+,118184032,118184164,protein_coding
ENSG00000128536,CDHR3,chr7,+,105876796,105876821,protein_coding
ENSG00000128563,PRKRIP1,chr7,+,102363872,102396363,protein_coding
ENSG00000128564,VGF,chr7,-,101165593,101165569,protein_coding
ENSG00000128567,PODXL,chr7,-,131558217,131556617,protein_coding
ENSG00000128573,FOXP2,chr7,+,114086327,114086337,protein_coding
ENSG00000128578,STRIP2,chr7,+,129434433,129434433,protein_coding
ENSG00000128581,IFT22,chr7,-,101321823,101321749,protein_coding
ENSG00000128585,MKLN1,chr7,+,131110096,131327891,protein_coding
ENSG00000128590,DNAJB9,chr7,+,108569568,108569874,protein_coding
ENSG00000128591,FLNC,chr7,+,128830377,128830408,protein_coding
ENSG00000128594,LRRC4,chr7,-,128032107,128032127,protein_coding
ENSG00000128595,CALU,chr7,+,128739292,128739371,protein_coding
ENSG00000128596,CCDC136,chr7,+,128790757,128791463,protein_coding
ENSG00000128602,SMO,chr7,+,129188872,129188633,protein_coding
ENSG00000128604,IRF5,chr7,+,128937612,128937981,protein_coding
ENSG00000128606,LRRC17,chr7,+,102912991,102913000,protein_coding
ENSG00000128607,KLHDC10,chr7,+,130070510,130070534,protein_coding
ENSG00000128609,NDUFA5,chr7,-,123558255,123557818,protein_coding
ENSG00000128610,FEZF1,chr7,-,122310691,122304750,protein_coding
ENSG00000128617,OPN1SW,chr7,-,128775790,128775794,protein_coding
ENSG00000128626,MRPS12,chr19,+,38930548,38930951,protein_coding
ENSG00000128641,MYO1B,chr2,+,191245185,191245408,protein_coding
ENSG00000128645,HOXD1,chr2,+,176188579,176188668,protein_coding
ENSG00000128652,HOXD3,chr2,+,176136612,176136580,protein_coding
ENSG00000128654,MTX2,chr2,+,176269395,176269442,protein_coding
ENSG00000128655,PDE11A,chr2,-,178108339,178072773,protein_coding
ENSG00000128656,CHN1,chr2,-,175005369,174847549,protein_coding
ENSG00000128683,GAD1,chr2,+,170813213,170816887,protein_coding
ENSG00000128694,OSGEPL1,chr2,-,189763227,189762770,protein_coding
ENSG00000128699,ORMDL1,chr2,-,189784371,189784335,protein_coding
ENSG00000128708,HAT1,chr2,+,171922448,171922466,protein_coding
ENSG00000128709,HOXD9,chr2,+,176122720,176122719,protein_coding
ENSG00000128710,HOXD10,chr2,+,176108790,176108777,protein_coding
ENSG00000128713,HOXD11,chr2,+,176104216,176104509,protein_coding
ENSG00000128714,HOXD13,chr2,+,176092891,176092721,protein_coding
ENSG00000128731,HERC2,chr15,-,28322152,28322152,protein_coding
ENSG00000128739,SNRPN,chr15,+,24823637,24954951,protein_coding
ENSG00000128789,PSMG2,chr18,+,12658043,12703044,protein_coding
ENSG00000128791,TWSG1,chr18,+,9334767,9334834,protein_coding
ENSG00000128805,ARHGAP22,chr10,-,48656265,48605073,protein_coding
ENSG00000128815,WDFY4,chr10,+,48684876,48684873,protein_coding
ENSG00000128829,EIF2AK4,chr15,+,39934146,39934178,protein_coding
ENSG00000128833,MYO5C,chr15,-,52295798,52295778,protein_coding
ENSG00000128849,CGNL1,chr15,+,57375967,57376512,protein_coding
ENSG00000128872,TMOD2,chr15,+,51751561,51751597,protein_coding
ENSG00000128881,TTBK2,chr15,-,42920809,42920776,protein_coding
ENSG00000128886,ELL3,chr15,-,43777543,43776966,protein_coding
ENSG00000128891,C15orf57,chr15,-,40565057,40565011,protein_coding
ENSG00000128908,INO80,chr15,-,41116354,41116244,protein_coding
ENSG00000128915,ICE2,chr15,-,60479160,60479126,protein_coding
ENSG00000128917,DLL4,chr15,+,40929340,40929340,protein_coding
ENSG00000128918,ALDH1A2,chr15,-,58497866,58065711,protein_coding
ENSG00000128923,FAM63B,chr15,+,58771192,58771302,protein_coding
ENSG00000128928,IVD,chr15,+,40405795,40405795,protein_coding
ENSG00000128944,KNSTRN,chr15,+,40382721,40382944,protein_coding
ENSG00000128951,DUT,chr15,+,48331011,48332197,protein_coding
ENSG00000128965,CHAC1,chr15,+,40952962,40953471,protein_coding
ENSG00000128973,CLN6,chr15,-,68257211,68229687,protein_coding
ENSG00000128989,ARPP19,chr15,-,52569883,52569027,protein_coding
ENSG00000129003,VPS13C,chr15,-,62060473,62060402,protein_coding
ENSG00000129007,CALML4,chr15,-,68206110,68205294,protein_coding
ENSG00000129009,ISLR,chr15,+,74173671,74174575,protein_coding
ENSG00000129028,THAP10,chr15,-,70892785,70892433,protein_coding
ENSG00000129038,LOXL1,chr15,+,73925989,73926462,protein_coding
ENSG00000129048,ACKR4,chr3,+,132597237,132597281,protein_coding
ENSG00000129055,ANAPC13,chr3,-,134486716,134485985,protein_coding
ENSG00000129071,MBD4,chr3,-,129440179,129439940,protein_coding
ENSG00000129083,COPB1,chr11,-,14500027,14499844,protein_coding
ENSG00000129084,PSMA1,chr11,-,14643635,14520386,protein_coding
ENSG00000129103,SUMF2,chr7,+,56064002,56064308,protein_coding
ENSG00000129116,PALLD,chr4,+,168497066,168832095,protein_coding
ENSG00000129128,SPCS3,chr4,+,176319964,176319988,protein_coding
ENSG00000129151,BBOX1,chr11,+,27040725,27055381,protein_coding
ENSG00000129152,MYOD1,chr11,+,17719568,17719571,protein_coding
ENSG00000129158,SERGEF,chr11,-,18013162,18013042,protein_coding
ENSG00000129159,KCNC1,chr11,+,17734812,17734797,protein_coding
ENSG00000129167,TPH1,chr11,-,18042426,18042169,protein_coding
ENSG00000129170,CSRP3,chr11,-,19210573,19201983,protein_coding
ENSG00000129173,E2F8,chr11,-,19241620,19241620,protein_coding
ENSG00000129187,DCTD,chr4,-,182917936,182917379,protein_coding
ENSG00000129194,SOX15,chr17,-,7590170,7590094,protein_coding
ENSG00000129195,FAM64A,chr17,+,6444415,6444455,protein_coding
ENSG00000129197,RPAIN,chr17,+,5419641,5420185,protein_coding
ENSG00000129204,USP6,chr17,+,5116438,5116032,protein_coding
ENSG00000129214,SHBG,chr17,+,7613946,7627561,protein_coding
ENSG00000129219,PLD2,chr17,+,4807096,4807183,protein_coding
ENSG00000129221,AIPL1,chr17,-,6435199,6435120,protein_coding
ENSG00000129226,CD68,chr17,+,7579467,7579638,protein_coding
ENSG00000129235,TXNDC17,chr17,+,6640758,6641060,protein_coding
ENSG00000129244,ATP1B2,chr17,+,7646627,7650926,protein_coding
ENSG00000129245,FXR2,chr17,-,7614871,7614897,protein_coding
ENSG00000129250,KIF1C,chr17,+,4997948,4997951,protein_coding
ENSG00000129255,MPDU1,chr17,+,7583529,7583852,protein_coding
ENSG00000129292,PHF20L1,chr8,+,132775358,132775388,protein_coding
ENSG00000129295,LRRC6,chr8,-,132675617,132675542,protein_coding
ENSG00000129315,CCNT1,chr12,-,48716998,48716707,protein_coding
ENSG00000129317,PUS7L,chr12,-,43758817,43758759,protein_coding
ENSG00000129347,KRI1,chr19,-,10566037,10566010,protein_coding
ENSG00000129351,ILF3,chr19,+,10654261,10654346,protein_coding
ENSG00000129353,SLC44A2,chr19,+,10602457,10602457,protein_coding
ENSG00000129354,AP1M2,chr19,-,10587315,10587304,protein_coding
ENSG00000129355,CDKN2D,chr19,-,10569059,10568979,protein_coding
ENSG00000129422,MTUS1,chr8,-,17800917,17697670,protein_coding
ENSG00000129437,KLK14,chr19,-,51084245,51084245,protein_coding
ENSG00000129450,SIGLEC9,chr19,+,51124908,51125087,protein_coding
ENSG00000129451,KLK10,chr19,-,51020175,51019709,protein_coding
ENSG00000129455,KLK8,chr19,-,51002711,51001604,protein_coding
ENSG00000129460,NGDN,chr14,+,23469688,23469703,protein_coding
ENSG00000129465,RIPK3,chr14,-,24340045,24339989,protein_coding
ENSG00000129467,ADCY4,chr14,-,24335093,24335071,protein_coding
ENSG00000129472,RAB2B,chr14,-,21476973,21476934,protein_coding
ENSG00000129473,BCL2L2,chr14,+,23298790,23306788,protein_coding
ENSG00000129474,AJUBA,chr14,-,22982642,22982523,protein_coding
ENSG00000129480,DTD2,chr14,-,31457510,31457426,protein_coding
ENSG00000129484,PARP2,chr14,+,20343582,20343635,protein_coding
ENSG00000129493,HEATR5A,chr14,-,31420582,31420550,protein_coding
ENSG00000129514,FOXA1,chr14,-,37596059,37595238,protein_coding
ENSG00000129515,SNX6,chr14,-,34630183,34630140,protein_coding
ENSG00000129518,EAPP,chr14,-,34539711,34539701,protein_coding
ENSG00000129521,EGLN3,chr14,-,34462774,33951074,protein_coding
ENSG00000129534,MIS18BP1,chr14,-,45253540,45253170,protein_coding
ENSG00000129535,NRL,chr14,-,24115014,24084634,protein_coding
ENSG00000129538,RNASE1,chr14,-,20803278,20802844,protein_coding
ENSG00000129559,NEDD8,chr14,-,24232454,24232367,protein_coding
ENSG00000129562,DAD1,chr14,-,22589269,22589215,protein_coding
ENSG00000129566,TEP1,chr14,-,20413429,20413473,protein_coding
ENSG00000129595,EPB41L4A,chr5,-,112419316,112419215,protein_coding
ENSG00000129596,CDO1,chr5,-,115816954,115816657,protein_coding
ENSG00000129625,REEP5,chr5,-,112922539,112922227,protein_coding
ENSG00000129636,ITFG1,chr16,-,47464149,47461056,protein_coding
ENSG00000129646,QRICH2,chr17,-,76307680,76307680,protein_coding
ENSG00000129654,FOXJ1,chr17,-,76141299,76141245,protein_coding
ENSG00000129657,SEC14L1,chr17,+,77086716,77141023,protein_coding
ENSG00000129667,RHBDF2,chr17,-,76501790,76501423,protein_coding
ENSG00000129673,AANAT,chr17,+,76453351,76467607,protein_coding
ENSG00000129675,ARHGEF6,chrX,-,136782088,136767748,protein_coding
ENSG00000129680,MAP7D3,chrX,-,136256482,136251380,protein_coding
ENSG00000129682,FGF13,chrX,-,139222777,139205023,protein_coding
ENSG00000129691,ASH2L,chr8,+,38105242,38105529,protein_coding
ENSG00000129696,TTI2,chr8,-,33513601,33513135,protein_coding
ENSG00000129744,ART1,chr11,+,3645128,3645129,protein_coding
ENSG00000129749,CHRNA10,chr11,-,3671384,3671384,protein_coding
ENSG00000129757,CDKN1C,chr11,-,2885881,2885773,protein_coding
ENSG00000129810,SGOL1,chr3,-,20186292,20186206,protein_coding
ENSG00000129816,TTTY1B,chrY,+,6390431,6390431,lincRNA
ENSG00000129824,RPS4Y1,chrY,+,2841486,2841602,protein_coding
ENSG00000129845,TTTY1,chrY,-,9774289,9774289,lincRNA
ENSG00000129862,VCY1B,chrY,+,14056217,14056217,protein_coding
ENSG00000129864,VCY,chrY,-,13986513,13986513,protein_coding
ENSG00000129873,CDY2B,chrY,-,17880220,17880220,protein_coding
ENSG00000129910,CDH15,chr16,+,89171767,89171767,protein_coding
ENSG00000129911,KLF16,chr19,-,1863568,1863579,protein_coding
ENSG00000129925,TMEM8A,chr16,-,387113,381978,protein_coding
ENSG00000129932,DOHH,chr19,-,3500940,3500674,protein_coding
ENSG00000129933,MAU2,chr19,+,19320681,19320845,protein_coding
ENSG00000129946,SHC2,chr19,-,460996,461033,protein_coding
ENSG00000129951,PLPPR3,chr19,-,821977,821942,protein_coding
ENSG00000129965,INS-IGF2,chr11,-,2161209,2161209,protein_coding
ENSG00000129968,ABHD17A,chr19,-,1885547,1885496,protein_coding
ENSG00000129988,LBP,chr20,+,38346356,38346482,protein_coding
ENSG00000129990,SYT5,chr19,-,55180441,55175076,protein_coding
ENSG00000129991,TNNI3,chr19,-,55157773,55157732,protein_coding
ENSG00000129993,CBFA2T3,chr16,-,88977204,88941345,protein_coding
ENSG00000130005,GAMT,chr19,-,1401570,1401532,protein_coding
ENSG00000130021,PUDP,chrX,-,7148190,7148136,protein_coding
ENSG00000130023,ERMARD,chr6,+,169751622,169751625,protein_coding
ENSG00000130024,PHF10,chr6,-,169725566,169724500,protein_coding
ENSG00000130032,PRRG3,chrX,+,151695124,151695124,protein_coding
ENSG00000130035,GALNT8,chr12,+,4720341,4809334,protein_coding
ENSG00000130037,KCNA5,chr12,+,5043989,5043879,protein_coding
ENSG00000130038,CRACR2A,chr12,-,3764819,3753102,protein_coding
ENSG00000130045,NXNL2,chr9,+,88535101,88535178,protein_coding
ENSG00000130052,STARD8,chrX,+,68647666,68693644,protein_coding
ENSG00000130054,FAM155B,chrX,+,69505241,69505241,protein_coding
ENSG00000130055,GDPD2,chrX,+,70423031,70423319,protein_coding
ENSG00000130066,SAT1,chrX,+,23783173,23783173,protein_coding
ENSG00000130119,GNL3L,chrX,+,54530211,54530238,protein_coding
ENSG00000130147,SH3BP4,chr2,+,234951973,234952017,protein_coding
ENSG00000130150,MOSPD2,chrX,+,14873441,14873461,protein_coding
ENSG00000130158,DOCK6,chr19,-,11262481,11262506,protein_coding
ENSG00000130159,ECSIT,chr19,-,11529174,11529134,protein_coding
ENSG00000130164,LDLR,chr19,+,11089362,11089463,protein_coding
ENSG00000130165,ELOF1,chr19,-,11559236,11559230,protein_coding
ENSG00000130167,TSPAN16,chr19,+,11296139,11296160,protein_coding
ENSG00000130173,C19orf80,chr19,+,11237450,11239619,protein_coding
ENSG00000130175,PRKCSH,chr19,+,11435288,11435635,protein_coding
ENSG00000130176,CNN1,chr19,+,11538717,11538853,protein_coding
ENSG00000130177,CDC16,chr13,+,114234887,114234947,protein_coding
ENSG00000130182,ZSCAN10,chr16,-,3099317,3099286,protein_coding
ENSG00000130193,THEM6,chr8,+,142727203,142727274,protein_coding
ENSG00000130201,EXOC3L2,chr19,-,45234211,45234211,protein_coding
ENSG00000130202,PVRL2,chr19,+,44846175,44846297,protein_coding
ENSG00000130203,APOE,chr19,+,44905754,44905796,protein_coding
ENSG00000130204,TOMM40,chr19,+,44890569,44891255,protein_coding
ENSG00000130208,APOC1,chr19,+,44914247,44914325,protein_coding
ENSG00000130222,GADD45G,chr9,+,89605013,89605012,protein_coding
ENSG00000130224,LRCH2,chrX,-,115234072,115234072,protein_coding
ENSG00000130226,DPP6,chr7,+,153887097,154305159,protein_coding
ENSG00000130227,XPO7,chr8,+,21919671,21919667,protein_coding
ENSG00000130234,ACE2,chrX,-,15602148,15600945,protein_coding
ENSG00000130244,FAM98C,chr19,+,38403135,38403146,protein_coding
ENSG00000130254,SAFB2,chr19,-,5624046,5622776,protein_coding
ENSG00000130255,RPL36,chr19,+,5674947,5690296,protein_coding
ENSG00000130270,ATP8B3,chr19,-,1812276,1812276,protein_coding
ENSG00000130287,NCAN,chr19,+,19211973,19211958,protein_coding
ENSG00000130294,KIF1A,chr2,-,240820308,240820219,protein_coding
ENSG00000130299,GTPBP3,chr19,+,17334920,17337571,protein_coding
ENSG00000130300,PLVAP,chr19,-,17377350,17377342,protein_coding
ENSG00000130303,BST2,chr19,-,17405648,17405597,protein_coding
ENSG00000130304,SLC27A1,chr19,+,17468769,17470530,protein_coding
ENSG00000130305,NSUN5,chr7,-,73308867,73308826,protein_coding
ENSG00000130307,USHBP1,chr19,-,17282786,17264745,protein_coding
ENSG00000130309,COLGALT1,chr19,+,17555594,17555682,protein_coding
ENSG00000130311,DDA1,chr19,+,17309518,17309564,protein_coding
ENSG00000130312,MRPL34,chr19,+,17292609,17305872,protein_coding
ENSG00000130313,PGLS,chr19,+,17511629,17511652,protein_coding
ENSG00000130332,LSM7,chr19,-,2328620,2328581,protein_coding
ENSG00000130338,TULP4,chr6,+,158232236,158232239,protein_coding
ENSG00000130340,SNX9,chr6,+,157700387,157823246,protein_coding
ENSG00000130347,RTN4IP1,chr6,-,106629487,106629490,protein_coding
ENSG00000130348,QRSL1,chr6,+,106629578,106629578,protein_coding
ENSG00000130349,C6orf203,chr6,+,107028213,107028201,protein_coding
ENSG00000130363,RSPH3,chr6,-,159000187,159000202,protein_coding
ENSG00000130368,MAS1,chr6,+,159906690,159906690,protein_coding
ENSG00000130377,ACSBG2,chr19,+,6135247,6135676,protein_coding
ENSG00000130382,MLLT1,chr19,-,6279948,6279955,protein_coding
ENSG00000130385,BMP15,chrX,+,50910784,50910784,protein_coding
ENSG00000130396,MLLT4,chr6,+,167826922,167826911,protein_coding
ENSG00000130402,ACTN4,chr19,+,38647649,38647649,protein_coding
ENSG00000130413,STK33,chr11,-,8594289,8594225,protein_coding
ENSG00000130414,NDUFA10,chr2,-,240025402,240025332,protein_coding
ENSG00000130427,EPO,chr7,+,100720800,100720481,protein_coding
ENSG00000130429,ARPC1B,chr7,+,99374249,99374730,protein_coding
ENSG00000130433,CACNG6,chr19,+,53992288,53992288,protein_coding
ENSG00000130449,ZSWIM6,chr5,+,61332273,61332258,protein_coding
ENSG00000130475,FCHO1,chr19,+,17747718,17747756,protein_coding
ENSG00000130477,UNC13A,chr19,-,17688365,17688345,protein_coding
ENSG00000130479,MAP1S,chr19,+,17719242,17719480,protein_coding
ENSG00000130487,KLHDC7B,chr22,+,50548033,50548257,protein_coding
ENSG00000130489,SCO2,chr22,-,50526439,50525572,protein_coding
ENSG00000130508,PXDN,chr2,-,1744852,1744515,protein_coding
ENSG00000130511,SSBP4,chr19,+,18418864,18419402,protein_coding
ENSG00000130513,GDF15,chr19,+,18374731,18386158,protein_coding
ENSG00000130517,PGPEP1,chr19,+,18340587,18340598,protein_coding
ENSG00000130518,KIAA1683,chr19,-,18274509,18274452,protein_coding
ENSG00000130520,LSM4,chr19,-,18323274,18323076,protein_coding
ENSG00000130522,JUND,chr19,-,18281622,18281622,protein_coding
ENSG00000130528,HRC,chr19,-,49155424,49155396,protein_coding
ENSG00000130529,TRPM4,chr19,+,49157741,49157792,protein_coding
ENSG00000130538,OR11H1,chr22,-,15528156,15528156,protein_coding
ENSG00000130540,SULT4A1,chr22,-,43862503,43862434,protein_coding
ENSG00000130544,ZNF557,chr19,+,7069444,7069708,protein_coding
ENSG00000130545,CRB3,chr19,+,6463777,6464273,protein_coding
ENSG00000130558,OLFM1,chr9,+,135075243,135087668,protein_coding
ENSG00000130559,CAMSAP1,chr9,-,135907228,135907371,protein_coding
ENSG00000130560,UBAC1,chr9,-,135961380,135961362,protein_coding
ENSG00000130561,SAG,chr2,+,233307816,233307885,protein_coding
ENSG00000130584,ZBTB46,chr20,-,63831244,63831264,protein_coding
ENSG00000130589,HELZ2,chr20,-,63574239,63574239,protein_coding
ENSG00000130590,SAMD10,chr20,-,63980008,63979527,protein_coding
ENSG00000130592,LSP1,chr11,+,1852970,1853099,protein_coding
ENSG00000130595,TNNT3,chr11,+,1919562,1919703,protein_coding
ENSG00000130598,TNNI2,chr11,+,1838989,1838982,protein_coding
ENSG00000130635,COL5A1,chr9,+,134641774,134641807,protein_coding
ENSG00000130638,ATXN10,chr22,+,45671798,45671834,protein_coding
ENSG00000130640,TUBGCP2,chr10,-,133312337,133308872,protein_coding
ENSG00000130643,CALY,chr10,-,133336935,133336896,protein_coding
ENSG00000130649,CYP2E1,chr10,+,133520406,133527363,protein_coding
ENSG00000130653,PNPLA7,chr9,-,137550534,137550391,protein_coding
ENSG00000130656,HBZ,chr16,+,152687,152856,protein_coding
ENSG00000130669,PAK4,chr19,+,39125770,39125794,protein_coding
ENSG00000130675,MNX1,chr7,-,157010651,157010662,protein_coding
ENSG00000130684,ZNF337,chr20,-,25696841,25696853,protein_coding
ENSG00000130695,CEP85,chr1,+,26234153,26234200,protein_coding
ENSG00000130699,TAF4,chr20,-,62065810,62065881,protein_coding
ENSG00000130700,GATA5,chr20,-,62475970,62475995,protein_coding
ENSG00000130701,RBBP8NL,chr20,-,62427533,62427535,protein_coding
ENSG00000130702,LAMA5,chr20,-,62367312,62367312,protein_coding
ENSG00000130703,OSBPL2,chr20,+,62231922,62238564,protein_coding
ENSG00000130706,ADRM1,chr20,+,62302093,62302997,protein_coding
ENSG00000130707,ASS1,chr9,+,130444929,130444962,protein_coding
ENSG00000130711,PRDM12,chr9,+,130664594,130664594,protein_coding
ENSG00000130713,EXOSC2,chr9,+,130693721,130693780,protein_coding
ENSG00000130714,POMT1,chr9,+,131502902,131502944,protein_coding
ENSG00000130717,UCK1,chr9,-,131531268,131531263,protein_coding
ENSG00000130720,FIBCD1,chr9,-,130939286,130939238,protein_coding
ENSG00000130723,PRRC2B,chr9,+,131394093,131394106,protein_coding
ENSG00000130724,CHMP2A,chr19,-,58555124,58555105,protein_coding
ENSG00000130725,UBE2M,chr19,-,58558960,58558922,protein_coding
ENSG00000130726,TRIM28,chr19,+,58544091,58544456,protein_coding
ENSG00000130731,C16orf13,chr16,-,636366,636147,protein_coding
ENSG00000130733,YIPF2,chr19,-,10928681,10928635,protein_coding
ENSG00000130734,ATG4D,chr19,+,10543895,10543904,protein_coding
ENSG00000130741,EIF2S3,chrX,+,24054716,24054956,protein_coding
ENSG00000130748,TMEM160,chr19,-,47048630,47048624,protein_coding
ENSG00000130749,ZC3H4,chr19,-,47113752,47112254,protein_coding
